"ITTER107","Territorio","TIPO_DATO_ISTR","Tipo dato","SEXISTAT1","Sesso","CITTADINANZA","Cittadinanza","ORDINESCOL2","Ordine scolastico","NATGIUR1","Gestione della scuola","TIPO_SCUOLA2","Tipo di scuola superiore","TIME","Seleziona anno (anno t= anno sc. t-1 / t)","Value","Flag Codes","Flags"
"IT","Italia","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","SUR","istituto tecnico per geometri","2019","2019",7032,,
"ITD","Nord-est","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","ART","istituto d arte","2019","2019",91,,
"ITC","Nord-ovest","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","ALL","totale","2019","2019",198,,
"ITD2","Provincia Autonoma Trento","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","ART","istituto d arte","2019","2019",1327,,
"ITE1","Toscana","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","VOC_OTH","altri istituti professionali","2019","2019",1187,,
"ITC1","Piemonte","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","PRI","privata","LIN","liceo linguistico","2019","2019",7,,
"ITD3","Veneto","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","STA","statale","VOC_OTH","altri istituti professionali","2019","2019",6738,,
"ITDA","Trentino Alto Adige / Südtirol","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",319,,
"ITD4","Friuli-Venezia Giulia","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","SUR","istituto tecnico per geometri","2019","2019",86,,
"ITD2","Provincia Autonoma Trento","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","SUR","istituto tecnico per geometri","2019","2019",110,,
"ITD1","Provincia Autonoma Bolzano / Bozen","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","SCI","liceo scientifico","2019","2019",181,,
"ITD1","Provincia Autonoma Bolzano / Bozen","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","ARTI","liceo artistico","2019","2019",7,,
"ITE3","Marche","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","COMM","istituto tecnico commerciale","2019","2019",29,,
"ITC4","Lombardia","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","INDU","istituto tecnico industriale","2019","2019",10001,,
"ITF","Sud","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","STA","statale","TECH","altri istituti tecnici","2019","2019",24691,,
"ITD2","Provincia Autonoma Trento","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","ART","istituto d arte","2019","2019",30,,
"ITC","Nord-ovest","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",1396,,
"ITC","Nord-ovest","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","ARTI","liceo artistico","2019","2019",1890,,
"ITD3","Veneto","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","CLA","liceo classico","2019","2019",25,,
"ITE2","Umbria","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","TECH","altri istituti tecnici","2019","2019",3,,
"ITE4","Lazio","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","ALL","totale","2019","2019",106089,,
"ITDA","Trentino Alto Adige / Südtirol","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","TECH","altri istituti tecnici","2019","2019",499,,
"ITD5","Emilia-Romagna","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PRI","privata","SUR","istituto tecnico per geometri","2019","2019",10,,
"ITD5","Emilia-Romagna","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","ALL","totale","2019","2019",163176,,
"ITD1","Provincia Autonoma Bolzano / Bozen","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","SUR","istituto tecnico per geometri","2019","2019",118,,
"ITE1","Toscana","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","ALL","totale","2019","2019",160033,,
"ITD5","Emilia-Romagna","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","COMM","istituto tecnico commerciale","2019","2019",2895,,
"IT","Italia","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","STA","statale","COM","istituto professionale per i servizi commerciali","2019","2019",7628,,
"ITE","Centro","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","ALL","totale","ARTI","liceo artistico","2019","2019",317,,
"ITE1","Toscana","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","LIN","liceo linguistico","2019","2019",35,,
"ITD3","Veneto","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","CLA","liceo classico","2019","2019",21461,,
"ITE3","Marche","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","ALL","totale","SUR","istituto tecnico per geometri","2019","2019",259,,
"ITD2","Provincia Autonoma Trento","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",131,,
"ITD4","Friuli-Venezia Giulia","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","COMM","istituto tecnico commerciale","2019","2019",299,,
"ITF3","Campania","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","ARTI","liceo artistico","2019","2019",14,,
"ITE1","Toscana","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","ALL","totale","ART","istituto d arte","2019","2019",251,,
"ITD1","Provincia Autonoma Bolzano / Bozen","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","ALL","totale","ALL","totale","2019","2019",10585,,
"ITC3","Liguria","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",4792,,
"ITE1","Toscana","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","INDU","istituto tecnico industriale","2019","2019",18118,,
"ITE2","Umbria","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","STA","statale","ALL","totale","2019","2019",19395,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","SCI","liceo scientifico","2019","2019",43,,
"ITD","Nord-est","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","INDU","istituto tecnico industriale","2019","2019",60963,,
"ITC3","Liguria","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","ALL","totale","INDU","istituto tecnico industriale","2019","2019",86,,
"ITE1","Toscana","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","IND","istituto professionale per l'industria e l'artigianato","2019","2019",1806,,
"IT","Italia","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","VOC_OTH","altri istituti professionali","2019","2019",41,,
"ITF2","Molise","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","VOC_OTH","altri istituti professionali","2019","2019",244,,
"ITC3","Liguria","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","STA","statale","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",2158,,
"ITE1","Toscana","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","IND","istituto professionale per l'industria e l'artigianato","2019","2019",1806,,
"ITD5","Emilia-Romagna","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","INDU","istituto tecnico industriale","2019","2019",27078,,
"ITC4","Lombardia","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","VOC_OTH","altri istituti professionali","2019","2019",949,,
"ITD2","Provincia Autonoma Trento","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","SCI","liceo scientifico","2019","2019",6,,
"ITD","Nord-est","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","ALL","totale","2019","2019",30288,,
"ITC4","Lombardia","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","IND","istituto professionale per l'industria e l'artigianato","2019","2019",4426,,
"ITC1","Piemonte","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","COMM","istituto tecnico commerciale","2019","2019",10329,,
"ITC","Nord-ovest","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","SUR","istituto tecnico per geometri","2019","2019",1519,,
"ITD4","Friuli-Venezia Giulia","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","STA","statale","VOC_OTH","altri istituti professionali","2019","2019",364,,
"ITD3","Veneto","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","STA","statale","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",379,,
"ITE2","Umbria","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","TECH","altri istituti tecnici","2019","2019",3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","ALL","totale","2019","2019",21,,
"ITD3","Veneto","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PRI","privata","CLA","liceo classico","2019","2019",278,,
"ITD2","Provincia Autonoma Trento","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","ALL","totale","ART","istituto d arte","2019","2019",907,,
"ITC4","Lombardia","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",21383,,
"ITD5","Emilia-Romagna","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","VOC_OTH","altri istituti professionali","2019","2019",351,,
"ITF3","Campania","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PRI","privata","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",69,,
"ITC1","Piemonte","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","SUR","istituto tecnico per geometri","2019","2019",310,,
"ITC3","Liguria","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","INDU","istituto tecnico industriale","2019","2019",845,,
"ITF1","Abruzzo","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","STA","statale","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",77,,
"ITD4","Friuli-Venezia Giulia","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","COMM","istituto tecnico commerciale","2019","2019",6,,
"ITF3","Campania","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","ALL","totale","2019","2019",19382,,
"ITC4","Lombardia","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","STA","statale","TECH","altri istituti tecnici","2019","2019",6526,,
"ITF2","Molise","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","ALL","totale","CLA","liceo classico","2019","2019",7,,
"ITF3","Campania","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","TECH","altri istituti tecnici","2019","2019",74,,
"ITF","Sud","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","PRI","privata","SUR","istituto tecnico per geometri","2019","2019",300,,
"ITE4","Lazio","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",17966,,
"ITD","Nord-est","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PRI","privata","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",96,,
"ITF3","Campania","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","IND","istituto professionale per l'industria e l'artigianato","2019","2019",57,,
"ITD","Nord-est","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","VOC_OTH","altri istituti professionali","2019","2019",953,,
"ITC1","Piemonte","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","CLA","liceo classico","2019","2019",571,,
"ITD5","Emilia-Romagna","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","ALL","totale","2019","2019",80982,,
"ITE3","Marche","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",823,,
"ITF3","Campania","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","ALL","totale","IND","istituto professionale per l'industria e l'artigianato","2019","2019",9940,,
"ITDA","Trentino Alto Adige / Südtirol","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","CLA","liceo classico","2019","2019",311,,
"ITC3","Liguria","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","INDU","istituto tecnico industriale","2019","2019",7762,,
"ITD1","Provincia Autonoma Bolzano / Bozen","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","ALL","totale","SCI","liceo scientifico","2019","2019",1689,,
"ITD5","Emilia-Romagna","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","COM","istituto professionale per i servizi commerciali","2019","2019",1583,,
"ITD2","Provincia Autonoma Trento","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PRI","privata","ALL","totale","2019","2019",839,,
"IT","Italia","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PRI","privata","VOC_OTH","altri istituti professionali","2019","2019",100,,
"ITC","Nord-ovest","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","ART","istituto d arte","2019","2019",333,,
"ITDA","Trentino Alto Adige / Südtirol","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","PRI","privata","COMM","istituto tecnico commerciale","2019","2019",342,,
"ITD3","Veneto","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","TECH","altri istituti tecnici","2019","2019",769,,
"ITD1","Provincia Autonoma Bolzano / Bozen","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","SUR","istituto tecnico per geometri","2019","2019",19,,
"ITD5","Emilia-Romagna","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","COMM","istituto tecnico commerciale","2019","2019",777,,
"ITE1","Toscana","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","SCI","liceo scientifico","2019","2019",2330,,
"ITC1","Piemonte","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","ALL","totale","ART","istituto d arte","2019","2019",1803,,
"ITD4","Friuli-Venezia Giulia","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","CLA","liceo classico","2019","2019",41,,
"ITD","Nord-est","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","COMM","istituto tecnico commerciale","2019","2019",30216,,
"ITC4","Lombardia","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PRI","privata","VOC_OTH","altri istituti professionali","2019","2019",38,,
"ITF3","Campania","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","ALL","totale","LIN","liceo linguistico","2019","2019",321,,
"ITD4","Friuli-Venezia Giulia","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","PRI","privata","COMM","istituto tecnico commerciale","2019","2019",1,,
"ITD5","Emilia-Romagna","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","SUR","istituto tecnico per geometri","2019","2019",5,,
"ITD3","Veneto","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",103,,
"ITE","Centro","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","STA","statale","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",2367,,
"ITDA","Trentino Alto Adige / Südtirol","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","ALL","totale","2019","2019",2155,,
"ITF","Sud","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","STA","statale","IND","istituto professionale per l'industria e l'artigianato","2019","2019",2255,,
"ITD3","Veneto","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","ALL","totale","SCI","liceo scientifico","2019","2019",19657,,
"ITD4","Friuli-Venezia Giulia","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",97,,
"ITC1","Piemonte","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","ART","istituto d arte","2019","2019",2367,,
"ITC1","Piemonte","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","COM","istituto professionale per i servizi commerciali","2019","2019",10832,,
"ITC4","Lombardia","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","STA","statale","VOC_OTH","altri istituti professionali","2019","2019",859,,
"ITE2","Umbria","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","ALL","totale","CLA","liceo classico","2019","2019",62,,
"ITDA","Trentino Alto Adige / Südtirol","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","SCI","liceo scientifico","2019","2019",3737,,
"ITC","Nord-ovest","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","IND","istituto professionale per l'industria e l'artigianato","2019","2019",715,,
"ITD","Nord-est","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","STA","statale","SCI","liceo scientifico","2019","2019",39324,,
"ITD3","Veneto","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","PRI","privata","TECH","altri istituti tecnici","2019","2019",13,,
"ITDA","Trentino Alto Adige / Südtirol","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","COM","istituto professionale per i servizi commerciali","2019","2019",144,,
"ITF","Sud","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PRI","privata","ALL","totale","2019","2019",916,,
"ITC4","Lombardia","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","INDU","istituto tecnico industriale","2019","2019",2875,,
"ITE4","Lazio","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","SUR","istituto tecnico per geometri","2019","2019",12,,
"ITD2","Provincia Autonoma Trento","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","ALL","totale","2019","2019",79,,
"ITE3","Marche","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","SUR","istituto tecnico per geometri","2019","2019",33,,
"ITE2","Umbria","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",1080,,
"ITE3","Marche","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","TECH","altri istituti tecnici","2019","2019",101,,
"ITD4","Friuli-Venezia Giulia","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","STA","statale","TECH","altri istituti tecnici","2019","2019",212,,
"ITE2","Umbria","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","ALL","totale","2019","2019",33197,,
"ITD2","Provincia Autonoma Trento","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","COMM","istituto tecnico commerciale","2019","2019",2123,,
"ITC1","Piemonte","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PRI","privata","ALL","totale","2019","2019",2982,,
"ITC4","Lombardia","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","INDU","istituto tecnico industriale","2019","2019",5426,,
"IT","Italia","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","ALL","totale","2019","2019",1130,,
"IT","Italia","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","INDU","istituto tecnico industriale","2019","2019",24706,,
"ITD4","Friuli-Venezia Giulia","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","PRI","privata","INDU","istituto tecnico industriale","2019","2019",6,,
"ITE","Centro","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","PRI","privata","ALL","totale","2019","2019",517,,
"ITF1","Abruzzo","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","STA","statale","IND","istituto professionale per l'industria e l'artigianato","2019","2019",140,,
"IT","Italia","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","COM","istituto professionale per i servizi commerciali","2019","2019",346,,
"ITC","Nord-ovest","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","VOC_OTH","altri istituti professionali","2019","2019",4682,,
"ITF3","Campania","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","LIN","liceo linguistico","2019","2019",17,,
"ITD1","Provincia Autonoma Bolzano / Bozen","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PRI","privata","ALL","totale","2019","2019",32,,
"ITD","Nord-est","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","IND","istituto professionale per l'industria e l'artigianato","2019","2019",1650,,
"ITE","Centro","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","STA","statale","COM","istituto professionale per i servizi commerciali","2019","2019",2279,,
"ITF","Sud","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","ALL","totale","2019","2019",2434,,
"ITE4","Lazio","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PRI","privata","VOC_OTH","altri istituti professionali","2019","2019",203,,
"ITC3","Liguria","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","ARTI","liceo artistico","2019","2019",716,,
"ITE2","Umbria","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","SCI","liceo scientifico","2019","2019",14,,
"ITF1","Abruzzo","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PRI","privata","ALL","totale","2019","2019",12,,
"ITE4","Lazio","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",661,,
"ITC1","Piemonte","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","INDU","istituto tecnico industriale","2019","2019",25877,,
"ITD5","Emilia-Romagna","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","VOC_OTH","altri istituti professionali","2019","2019",532,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PRI","privata","VOC_OTH","altri istituti professionali","2019","2019",3,,
"ITD3","Veneto","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","STA","statale","SCI","liceo scientifico","2019","2019",1779,,
"ITF1","Abruzzo","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PRI","privata","IND","istituto professionale per l'industria e l'artigianato","2019","2019",2,,
"ITDA","Trentino Alto Adige / Südtirol","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","INDU","istituto tecnico industriale","2019","2019",426,,
"ITE","Centro","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","ART","istituto d arte","2019","2019",1106,,
"ITF1","Abruzzo","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","VOC_OTH","altri istituti professionali","2019","2019",31,,
"ITD","Nord-est","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","ALL","totale","2019","2019",768,,
"ITD1","Provincia Autonoma Bolzano / Bozen","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","LIN","liceo linguistico","2019","2019",2,,
"ITE","Centro","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","PRI","privata","TECH","altri istituti tecnici","2019","2019",150,,
"ITF","Sud","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","LIN","liceo linguistico","2019","2019",379,,
"ITC1","Piemonte","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","STA","statale","ART","istituto d arte","2019","2019",39,,
"ITC3","Liguria","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",2158,,
"ITD","Nord-est","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",3620,,
"ITC3","Liguria","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","COMM","istituto tecnico commerciale","2019","2019",1018,,
